[INFO 2017-11-16 23:07:49,390 demo.py:192] Namespace(augment_reverse=False, batch_size=32, bg_move=False, bg_noise=0.5, data='robot128', diff_div_thresh=1.25, display=False, display_all=False, fg_noise=0.1, fixed_data=False, hist_equal=False, image_channel=3, image_size=128, init_model_path='', learning_rate=0.001, max_diff_thresh=0.1, min_diff_thresh=0.02, motion_range=1, motion_type='affine', net_depth=7, num_frame=3, num_objects=1, rand_noise=0, save_dir='./', save_display=False, save_display_dir='./', save_interval=100, seed=111, test=False, test_all=False, test_epoch=20, test_gt=False, test_interval=200, train=True, train_epoch=2000)
[INFO 2017-11-16 23:07:56,986 demo.py:73] epoch 0, train loss: 51115.50, average train loss: 51115.50, base loss: 41918.41
[INFO 2017-11-16 23:07:58,958 demo.py:73] epoch 1, train loss: 52105.45, average train loss: 51610.47, base loss: 42810.94
[INFO 2017-11-16 23:08:01,019 demo.py:73] epoch 2, train loss: 45208.48, average train loss: 49476.48, base loss: 42542.94
[INFO 2017-11-16 23:08:02,572 demo.py:73] epoch 3, train loss: 51663.69, average train loss: 50023.28, base loss: 44579.88
[INFO 2017-11-16 23:08:04,582 demo.py:73] epoch 4, train loss: 43831.66, average train loss: 48784.96, base loss: 44442.01
[INFO 2017-11-16 23:08:06,448 demo.py:73] epoch 5, train loss: 41545.69, average train loss: 47578.41, base loss: 44308.50
[INFO 2017-11-16 23:08:07,853 demo.py:73] epoch 6, train loss: 41118.37, average train loss: 46655.55, base loss: 44289.06
[INFO 2017-11-16 23:08:09,660 demo.py:73] epoch 7, train loss: 42587.91, average train loss: 46147.09, base loss: 44500.57
[INFO 2017-11-16 23:08:11,260 demo.py:73] epoch 8, train loss: 38345.12, average train loss: 45280.21, base loss: 44165.53
[INFO 2017-11-16 23:08:13,063 demo.py:73] epoch 9, train loss: 38582.23, average train loss: 44610.41, base loss: 44133.44
[INFO 2017-11-16 23:08:14,871 demo.py:73] epoch 10, train loss: 39348.21, average train loss: 44132.03, base loss: 44196.34
[INFO 2017-11-16 23:08:16,458 demo.py:73] epoch 11, train loss: 37629.57, average train loss: 43590.16, base loss: 44229.95
[INFO 2017-11-16 23:08:18,309 demo.py:73] epoch 12, train loss: 35435.55, average train loss: 42962.88, base loss: 43960.15
[INFO 2017-11-16 23:08:20,141 demo.py:73] epoch 13, train loss: 37339.90, average train loss: 42561.24, base loss: 43944.24
[INFO 2017-11-16 23:08:21,708 demo.py:73] epoch 14, train loss: 37425.18, average train loss: 42218.83, base loss: 43879.67
[INFO 2017-11-16 23:08:23,477 demo.py:73] epoch 15, train loss: 40450.05, average train loss: 42108.29, base loss: 44095.72
[INFO 2017-11-16 23:08:25,248 demo.py:73] epoch 16, train loss: 35710.95, average train loss: 41731.97, base loss: 44148.10
[INFO 2017-11-16 23:08:27,188 demo.py:73] epoch 17, train loss: 36878.11, average train loss: 41462.31, base loss: 44070.11
[INFO 2017-11-16 23:08:28,926 demo.py:73] epoch 18, train loss: 34758.32, average train loss: 41109.47, base loss: 43927.84
[INFO 2017-11-16 23:08:30,592 demo.py:73] epoch 19, train loss: 37797.57, average train loss: 40943.88, base loss: 44061.04
[INFO 2017-11-16 23:08:32,651 demo.py:73] epoch 20, train loss: 33631.42, average train loss: 40595.66, base loss: 44003.76
[INFO 2017-11-16 23:08:34,853 demo.py:73] epoch 21, train loss: 36319.58, average train loss: 40401.30, base loss: 43997.67
[INFO 2017-11-16 23:08:36,718 demo.py:73] epoch 22, train loss: 36193.44, average train loss: 40218.35, base loss: 43962.38
[INFO 2017-11-16 23:08:39,104 demo.py:73] epoch 23, train loss: 35045.87, average train loss: 40002.83, base loss: 43943.26
[INFO 2017-11-16 23:08:40,700 demo.py:73] epoch 24, train loss: 36531.71, average train loss: 39863.98, base loss: 43993.95
[INFO 2017-11-16 23:08:42,495 demo.py:73] epoch 25, train loss: 32311.26, average train loss: 39573.49, base loss: 43895.86
[INFO 2017-11-16 23:08:44,605 demo.py:73] epoch 26, train loss: 35131.26, average train loss: 39408.96, base loss: 43964.05
[INFO 2017-11-16 23:08:46,619 demo.py:73] epoch 27, train loss: 35309.25, average train loss: 39262.55, base loss: 43928.55
