[INFO 2017-11-07 08:27:08,675 demo.py:234] Namespace(augment_reverse=False, batch_size=32, bg_move=False, bg_noise=0.5, data='kitti128', diff_div_thresh=1.25, display=False, display_all=False, fg_noise=0.1, fixed_data=False, image_channel=3, image_size=128, init_model_path='', learning_rate=0.001, max_diff_thresh=0.1, min_diff_thresh=0.01, motion_range=2, motion_type='affine', num_frame=3, num_objects=1, rand_noise=0, save_dir='./', save_display=False, save_display_dir='./', save_interval=100, seed=111, test=False, test_all=False, test_epoch=20, test_gt=False, test_interval=200, train=True, train_epoch=4000)
[INFO 2017-11-07 08:27:12,454 demo.py:73] epoch 0, train loss: 95664.30, average train loss: 95664.30, base loss: 97862.31
[INFO 2017-11-07 08:27:14,303 demo.py:73] epoch 1, train loss: 84457.48, average train loss: 90060.89, base loss: 84945.30
[INFO 2017-11-07 08:27:16,069 demo.py:73] epoch 2, train loss: 88940.34, average train loss: 89687.37, base loss: 87449.92
[INFO 2017-11-07 08:27:17,916 demo.py:73] epoch 3, train loss: 89785.64, average train loss: 89711.94, base loss: 89186.88
[INFO 2017-11-07 08:27:19,770 demo.py:73] epoch 4, train loss: 89179.93, average train loss: 89605.54, base loss: 89787.15
[INFO 2017-11-07 08:27:21,615 demo.py:73] epoch 5, train loss: 83599.45, average train loss: 88604.52, base loss: 87792.02
[INFO 2017-11-07 08:27:23,422 demo.py:73] epoch 6, train loss: 84291.37, average train loss: 87988.36, base loss: 87718.03
[INFO 2017-11-07 08:27:25,212 demo.py:73] epoch 7, train loss: 85639.03, average train loss: 87694.69, base loss: 88401.35
[INFO 2017-11-07 08:27:27,033 demo.py:73] epoch 8, train loss: 92334.48, average train loss: 88210.22, base loss: 89614.01
[INFO 2017-11-07 08:27:28,920 demo.py:73] epoch 9, train loss: 85444.21, average train loss: 87933.62, base loss: 89706.15
[INFO 2017-11-07 08:27:30,711 demo.py:73] epoch 10, train loss: 84605.41, average train loss: 87631.06, base loss: 89746.80
[INFO 2017-11-07 08:27:32,521 demo.py:73] epoch 11, train loss: 82185.20, average train loss: 87177.24, base loss: 89932.34
[INFO 2017-11-07 08:27:34,312 demo.py:73] epoch 12, train loss: 84043.40, average train loss: 86936.17, base loss: 90048.62
[INFO 2017-11-07 08:27:36,145 demo.py:73] epoch 13, train loss: 82432.62, average train loss: 86614.49, base loss: 90106.53
[INFO 2017-11-07 08:27:38,022 demo.py:73] epoch 14, train loss: 78961.59, average train loss: 86104.30, base loss: 90038.50
[INFO 2017-11-07 08:27:39,847 demo.py:73] epoch 15, train loss: 83786.50, average train loss: 85959.43, base loss: 90399.21
[INFO 2017-11-07 08:27:41,649 demo.py:73] epoch 16, train loss: 83758.54, average train loss: 85829.97, base loss: 90776.69
[INFO 2017-11-07 08:27:43,450 demo.py:73] epoch 17, train loss: 79395.33, average train loss: 85472.49, base loss: 90628.99
[INFO 2017-11-07 08:27:45,258 demo.py:73] epoch 18, train loss: 81344.64, average train loss: 85255.23, base loss: 90894.99
[INFO 2017-11-07 08:27:47,064 demo.py:73] epoch 19, train loss: 83523.66, average train loss: 85168.66, base loss: 91256.78
[INFO 2017-11-07 08:27:48,899 demo.py:73] epoch 20, train loss: 77301.19, average train loss: 84794.01, base loss: 91310.51
[INFO 2017-11-07 08:27:50,759 demo.py:73] epoch 21, train loss: 73858.88, average train loss: 84296.96, base loss: 91109.34
[INFO 2017-11-07 08:27:52,591 demo.py:73] epoch 22, train loss: 76814.68, average train loss: 83971.65, base loss: 91180.40
[INFO 2017-11-07 08:27:54,445 demo.py:73] epoch 23, train loss: 69849.20, average train loss: 83383.21, base loss: 90780.96
[INFO 2017-11-07 08:27:56,225 demo.py:73] epoch 24, train loss: 82432.03, average train loss: 83345.16, base loss: 91233.93
[INFO 2017-11-07 08:27:58,077 demo.py:73] epoch 25, train loss: 79748.64, average train loss: 83206.84, base loss: 91388.95
[INFO 2017-11-07 08:27:59,939 demo.py:73] epoch 26, train loss: 81099.77, average train loss: 83128.80, base loss: 91752.31
[INFO 2017-11-07 08:28:01,819 demo.py:73] epoch 27, train loss: 73288.21, average train loss: 82777.35, base loss: 91691.55
[INFO 2017-11-07 08:28:03,649 demo.py:73] epoch 28, train loss: 76440.05, average train loss: 82558.82, base loss: 91733.96
[INFO 2017-11-07 08:28:05,486 demo.py:73] epoch 29, train loss: 72915.80, average train loss: 82237.39, base loss: 91767.23
[INFO 2017-11-07 08:28:07,360 demo.py:73] epoch 30, train loss: 70467.62, average train loss: 81857.72, base loss: 91549.03
[INFO 2017-11-07 08:28:09,253 demo.py:73] epoch 31, train loss: 78174.67, average train loss: 81742.62, base loss: 91798.66
[INFO 2017-11-07 08:28:11,310 demo.py:73] epoch 32, train loss: 76989.47, average train loss: 81598.59, base loss: 91986.81
[INFO 2017-11-07 08:28:13,556 demo.py:73] epoch 33, train loss: 69594.02, average train loss: 81245.51, base loss: 91826.79
[INFO 2017-11-07 08:28:15,763 demo.py:73] epoch 34, train loss: 74042.10, average train loss: 81039.70, base loss: 91756.42
[INFO 2017-11-07 08:28:18,023 demo.py:73] epoch 35, train loss: 74515.84, average train loss: 80858.48, base loss: 91754.38
[INFO 2017-11-07 08:28:20,295 demo.py:73] epoch 36, train loss: 74660.99, average train loss: 80690.98, base loss: 91834.65
[INFO 2017-11-07 08:28:22,552 demo.py:73] epoch 37, train loss: 83730.02, average train loss: 80770.96, base loss: 92338.17
[INFO 2017-11-07 08:28:24,754 demo.py:73] epoch 38, train loss: 71227.72, average train loss: 80526.26, base loss: 92271.07
[INFO 2017-11-07 08:28:26,984 demo.py:73] epoch 39, train loss: 71850.05, average train loss: 80309.35, base loss: 92274.45
[INFO 2017-11-07 08:28:29,216 demo.py:73] epoch 40, train loss: 71737.67, average train loss: 80100.29, base loss: 92226.87
[INFO 2017-11-07 08:28:31,483 demo.py:73] epoch 41, train loss: 78432.48, average train loss: 80060.58, base loss: 92411.31
[INFO 2017-11-07 08:28:33,713 demo.py:73] epoch 42, train loss: 68494.27, average train loss: 79791.59, base loss: 92337.81
[INFO 2017-11-07 08:28:35,918 demo.py:73] epoch 43, train loss: 68739.66, average train loss: 79540.41, base loss: 92294.68
[INFO 2017-11-07 08:28:38,135 demo.py:73] epoch 44, train loss: 69559.55, average train loss: 79318.62, base loss: 92304.12
[INFO 2017-11-07 08:28:40,350 demo.py:73] epoch 45, train loss: 64980.05, average train loss: 79006.91, base loss: 92133.57
[INFO 2017-11-07 08:28:42,592 demo.py:73] epoch 46, train loss: 75625.92, average train loss: 78934.97, base loss: 92299.94
[INFO 2017-11-07 08:28:44,772 demo.py:73] epoch 47, train loss: 69285.45, average train loss: 78733.94, base loss: 92275.11
[INFO 2017-11-07 08:28:46,986 demo.py:73] epoch 48, train loss: 65522.17, average train loss: 78464.31, base loss: 92149.61
